"Reported At (US/Eastern)"	"Reported At (US/Pacific)"	"Recieved At (Etc/UTC)"	"Latitude"	"Longitude"	"Location Name"	"Speed"	"0: GPS Odo (m)"	"1: Batt Volt (mV)"	"2: Idle Time (s)"	"4: In Motion Time (s)"	"5: Engine Runtime (s)"
"2013-10-20T22:01:58-04:00"	"2013-10-20T19:01:58-07:00"	"2013-10-21T02:02:02+00:00"	"35.2136841"	"-112.4136133"	"US-66, Williams, US-AZ, 86046, US"	"97.2396"	"5370712"	"14014"	"24395"	"137195"	"161594"
"2013-10-20T22:02:09-04:00"	"2013-10-20T19:02:09-07:00"	"2013-10-21T02:02:15+00:00"	"35.2141511"	"-112.4190026"	"US-66, Williams, US-AZ, 86046, US"	"101.713"	"5371205"	"14014"	"24395"	"137206"	"161605"
"2013-10-20T22:02:20-04:00"	"2013-10-20T19:02:20-07:00"	"2013-10-21T02:02:21+00:00"	"35.2145331"	"-112.4242051"	"Historic U.S. 66, Williams, US-AZ, 86046, US"	"92.4526"	"5371679"	"13953"	"24395"	"137217"	"161616"
"2013-10-20T22:02:30-04:00"	"2013-10-20T19:02:30-07:00"	"2013-10-21T02:02:35+00:00"	"35.2147071"	"-112.4285248"	"US-66, Williams, US-AZ, 86046, US"	"83.4377"	"5372071"	"13984"	"24395"	"137227"	"161626"
"2013-10-20T22:03:12-04:00"	"2013-10-20T19:03:12-07:00"	"2013-10-21T02:03:19+00:00"	"35.2189016"	"-112.4448483"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"97.5975"	"5373634"	"14014"	"24395"	"137269"	"161668"
"2013-10-20T22:03:23-04:00"	"2013-10-20T19:03:23-07:00"	"2013-10-21T02:03:27+00:00"	"35.2197841"	"-112.450283"	"I-40, Ash Fork, US-AZ, 86320, US"	"103.637"	"5374140"	"13984"	"24395"	"137280"	"161679"
"2013-10-20T22:03:34-04:00"	"2013-10-20T19:03:34-07:00"	"2013-10-21T02:03:39+00:00"	"35.220083"	"-112.4555715"	"I-40, Yavapai County, US-AZ, 86320, US"	"93.0118"	"5374620"	"14014"	"24395"	"137291"	"161690"
"2013-10-20T22:03:44-04:00"	"2013-10-20T19:03:44-07:00"	"2013-10-21T02:03:46+00:00"	"35.2203625"	"-112.4599718"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"87.1734"	"5375021"	"14044"	"24395"	"137301"	"161700"
"2013-10-20T22:04:15-04:00"	"2013-10-20T19:04:15-07:00"	"2013-10-21T02:04:18+00:00"	"35.2215355"	"-112.473055"	"I-40, Yavapai County, US-AZ, 86320, US"	"91.3341"	"5376229"	"14014"	"24395"	"137332"	"161731"
"2013-10-20T22:04:25-04:00"	"2013-10-20T19:04:25-07:00"	"2013-10-21T02:04:25+00:00"	"35.2204298"	"-112.4772546"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"89.3432"	"5376631"	"13984"	"24395"	"137342"	"161741"
"2013-10-20T22:04:43-04:00"	"2013-10-20T19:04:43-07:00"	"2013-10-21T02:04:51+00:00"	"35.2191955"	"-112.4849385"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"93.9961"	"5377346"	"14014"	"24395"	"137360"	"161759"
"2013-10-20T22:04:53-04:00"	"2013-10-20T19:04:53-07:00"	"2013-10-21T02:04:57+00:00"	"35.2192763"	"-112.489413"	"938 US-66, Ash Fork, US-AZ, 86320, US"	"89.0972"	"5377753"	"14014"	"24395"	"137370"	"161769"
"2013-10-20T22:05:00-04:00"	"2013-10-20T19:05:00-07:00"	"2013-10-21T02:05:04+00:00"	"35.2196768"	"-112.4924938"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"94.6224"	"5378038"	"14014"	"24395"	"137377"	"161776"
"2013-10-20T22:05:11-04:00"	"2013-10-20T19:05:11-07:00"	"2013-10-21T02:05:17+00:00"	"35.2205661"	"-112.4979148"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"106.501"	"5378543"	"14014"	"24395"	"137388"	"161787"
"2013-10-20T22:05:22-04:00"	"2013-10-20T19:05:22-07:00"	"2013-10-21T02:05:23+00:00"	"35.2208926"	"-112.5036605"	"Ash Fork, US-AZ, 86320, US"	"98.0449"	"5379066"	"14014"	"24395"	"137399"	"161798"
"2013-10-20T22:05:32-04:00"	"2013-10-20T19:05:32-07:00"	"2013-10-21T02:05:36+00:00"	"35.2210466"	"-112.5080333"	"I-40, Ash Fork, US-AZ, 86320, US"	"85.9207"	"5379463"	"14044"	"24395"	"137409"	"161808"
"2013-10-20T22:05:39-04:00"	"2013-10-20T19:05:39-07:00"	"2013-10-21T02:05:43+00:00"	"35.2211103"	"-112.5111425"	"I-40, Yavapai County, US-AZ, 86320, US"	"92.0723"	"5379747"	"14014"	"24395"	"137416"	"161815"
"2013-10-20T22:05:50-04:00"	"2013-10-20T19:05:50-07:00"	"2013-10-21T02:05:54+00:00"	"35.2211135"	"-112.516131"	"I-40, Yavapai County, US-AZ, 86320, US"	"91.088"	"5380201"	"14044"	"24395"	"137427"	"161826"
"2013-10-20T22:06:00-04:00"	"2013-10-20T19:06:00-07:00"	"2013-10-21T02:06:02+00:00"	"35.2210886"	"-112.5205108"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"90.8867"	"5380600"	"13953"	"24395"	"137437"	"161836"
"2013-10-20T22:06:04-04:00"	"2013-10-20T19:06:04-07:00"	"2013-10-21T02:06:08+00:00"	"35.2210938"	"-112.5224198"	"I-40, Yavapai County, US-AZ, 86320, US"	"102.586"	"5380776"	"13923"	"24395"	"137441"	"161840"
"2013-10-20T22:06:15-04:00"	"2013-10-20T19:06:15-07:00"	"2013-10-21T02:06:19+00:00"	"35.2211053"	"-112.528268"	"I-40, Yavapai County, US-AZ, 86320, US"	"107.798"	"5381309"	"14014"	"24395"	"137452"	"161851"
"2013-10-20T22:06:26-04:00"	"2013-10-20T19:06:26-07:00"	"2013-10-21T02:06:28+00:00"	"35.2211128"	"-112.533834"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"97.0383"	"5381814"	"13953"	"24395"	"137463"	"161862"
"2013-10-20T22:06:36-04:00"	"2013-10-20T19:06:36-07:00"	"2013-10-21T02:06:41+00:00"	"35.221131"	"-112.5383376"	"I-40, Ash Fork, US-AZ, 86320, US"	"87.9787"	"5382223"	"14014"	"24395"	"137473"	"161872"
"2013-10-20T22:07:28-04:00"	"2013-10-20T19:07:28-07:00"	"2013-10-21T02:07:35+00:00"	"35.224301"	"-112.5584506"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"100.841"	"5384097"	"13953"	"24395"	"137525"	"161924"
"2013-10-20T22:07:39-04:00"	"2013-10-20T19:07:39-07:00"	"2013-10-21T02:07:41+00:00"	"35.2253521"	"-112.563891"	"I-40, Ash Fork, US-AZ, 86320, US"	"102.206"	"5384607"	"14044"	"24395"	"137536"	"161935"
"2013-10-20T22:07:50-04:00"	"2013-10-20T19:07:50-07:00"	"2013-10-21T02:07:53+00:00"	"35.2263615"	"-112.568996"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"92.5197"	"5385083"	"14014"	"24395"	"137547"	"161946"
"2013-10-20T22:08:00-04:00"	"2013-10-20T19:08:00-07:00"	"2013-10-21T02:08:00+00:00"	"35.2272021"	"-112.5732616"	"Historic U.S. 66, Ash Fork, US-AZ, 86320, US"	"87.2405"	"5385481"	"13984"	"24395"	"137557"	"161956"
"2013-10-20T22:08:32-04:00"	"2013-10-20T19:08:32-07:00"	"2013-10-21T02:08:34+00:00"	"35.2297975"	"-112.5864"	"I-40, Ash Fork, US-AZ, 86320, US"	"97.1054"	"5386711"	"14014"	"24395"	"137589"	"161988"
"2013-10-20T22:08:43-04:00"	"2013-10-20T19:08:43-07:00"	"2013-10-21T02:08:43+00:00"	"35.2306583"	"-112.591574"	"I-40, Ash Fork, US-AZ, 86320, US"	"93.8842"	"5387192"	"14044"	"24395"	"137600"	"161999"
"2013-10-20T22:08:53-04:00"	"2013-10-20T19:08:53-07:00"	"2013-10-21T02:08:57+00:00"	"35.2311791"	"-112.5958666"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"84.8023"	"5387585"	"14044"	"24395"	"137610"	"162009"
"2013-10-20T22:09:00-04:00"	"2013-10-20T19:09:00-07:00"	"2013-10-21T02:09:04+00:00"	"35.231576"	"-112.599027"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"97.866"	"5387878"	"13923"	"24395"	"137617"	"162016"
"2013-10-20T22:09:11-04:00"	"2013-10-20T19:09:11-07:00"	"2013-10-21T02:09:14+00:00"	"35.2321348"	"-112.6041845"	"I-40, Ash Fork, US-AZ, 86320, US"	"91.6473"	"5388350"	"14014"	"24395"	"137628"	"162027"
"2013-10-20T22:09:21-04:00"	"2013-10-20T19:09:21-07:00"	"2013-10-21T02:09:22+00:00"	"35.2326238"	"-112.6084586"	"I-40, Ash Fork, US-AZ, 86320, US"	"90.4617"	"5388743"	"13953"	"24395"	"137638"	"162037"
"2013-10-20T22:09:25-04:00"	"2013-10-20T19:09:25-07:00"	"2013-10-21T02:09:28+00:00"	"35.2328393"	"-112.6103218"	"I-40, Ash Fork, US-AZ, 86320, US"	"99.2752"	"5388916"	"14014"	"24395"	"137642"	"162041"
"2013-10-20T22:09:36-04:00"	"2013-10-20T19:09:36-07:00"	"2013-10-21T02:09:40+00:00"	"35.2335155"	"-112.6159876"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"111.399"	"5389437"	"13892"	"24395"	"137653"	"162052"
"2013-10-20T22:09:47-04:00"	"2013-10-20T19:09:47-07:00"	"2013-10-21T02:09:49+00:00"	"35.2342196"	"-112.6219495"	"I-40, Ash Fork, US-AZ, 86320, US"	"109.095"	"5389985"	"13953"	"24395"	"137664"	"162063"
"2013-10-20T22:09:58-04:00"	"2013-10-20T19:09:58-07:00"	"2013-10-21T02:10:05+00:00"	"35.2348695"	"-112.6276623"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"105.874"	"5390510"	"14014"	"24395"	"137675"	"162074"
"2013-10-20T22:10:09-04:00"	"2013-10-20T19:10:09-07:00"	"2013-10-21T02:10:12+00:00"	"35.2354655"	"-112.6327651"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"93.571"	"5390978"	"14014"	"24395"	"137686"	"162085"
"2013-10-20T22:10:20-04:00"	"2013-10-20T19:10:20-07:00"	"2013-10-21T02:10:25+00:00"	"35.2360471"	"-112.6380201"	"I-40, Ash Fork, US-AZ, 86320, US"	"98.4699"	"5391461"	"13984"	"24395"	"137697"	"162096"
"2013-10-20T22:10:31-04:00"	"2013-10-20T19:10:31-07:00"	"2013-10-21T02:10:33+00:00"	"35.2366186"	"-112.6430763"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"90.8867"	"5391924"	"14014"	"24395"	"137708"	"162107"
"2013-10-20T22:10:41-04:00"	"2013-10-20T19:10:41-07:00"	"2013-10-21T02:10:45+00:00"	"35.2371035"	"-112.647113"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"75.9216"	"5392293"	"14014"	"24395"	"137718"	"162117"
"2013-10-20T22:10:53-04:00"	"2013-10-20T19:10:53-07:00"	"2013-10-21T02:10:58+00:00"	"35.2379183"	"-112.6520736"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"98.112"	"5392756"	"14014"	"24395"	"137730"	"162129"
"2013-10-20T22:11:04-04:00"	"2013-10-20T19:11:04-07:00"	"2013-10-21T02:11:05+00:00"	"35.2390288"	"-112.6574375"	"I-40, Ash Fork, US-AZ, 86320, US"	"99.0292"	"5393260"	"14014"	"24395"	"137741"	"162140"
"2013-10-20T22:11:15-04:00"	"2013-10-20T19:11:15-07:00"	"2013-10-21T02:11:18+00:00"	"35.2403"	"-112.6624101"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"93.8171"	"5393734"	"13984"	"24395"	"137752"	"162151"
"2013-10-20T22:11:25-04:00"	"2013-10-20T19:11:25-07:00"	"2013-10-21T02:11:32+00:00"	"35.241525"	"-112.6664705"	"I-40, Ash Fork, US-AZ, 86320, US"	"81.6929"	"5394126"	"14044"	"24395"	"137762"	"162161"
"2013-10-20T22:12:43-04:00"	"2013-10-20T19:12:43-07:00"	"2013-10-21T02:12:57+00:00"	"35.2505151"	"-112.6912745"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"80.5297"	"5396593"	"14014"	"24395"	"137840"	"162239"
"2013-10-20T22:13:09-04:00"	"2013-10-20T19:13:09-07:00"	"2013-10-21T02:13:11+00:00"	"35.254303"	"-112.7015421"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"97.5528"	"5397620"	"14044"	"24395"	"137866"	"162265"
"2013-10-20T22:13:20-04:00"	"2013-10-20T19:13:20-07:00"	"2013-10-21T02:13:22+00:00"	"35.2560998"	"-112.7064388"	"I-40, Ash Fork, US-AZ, 86320, US"	"97.7317"	"5398108"	"13953"	"24395"	"137877"	"162276"
"2013-10-20T22:13:31-04:00"	"2013-10-20T19:13:31-07:00"	"2013-10-21T02:13:36+00:00"	"35.2578546"	"-112.7113285"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"99.4094"	"5398594"	"13984"	"24395"	"137888"	"162287"
"2013-10-20T22:13:42-04:00"	"2013-10-20T19:13:42-07:00"	"2013-10-21T02:13:48+00:00"	"35.2599405"	"-112.7160525"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"99.7226"	"5399083"	"14014"	"24395"	"137899"	"162298"
"2013-10-20T22:13:53-04:00"	"2013-10-20T19:13:53-07:00"	"2013-10-21T02:13:59+00:00"	"35.2625518"	"-112.7204018"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"99.8345"	"5399574"	"14014"	"24395"	"137910"	"162309"
"2013-10-20T22:14:04-04:00"	"2013-10-20T19:14:04-07:00"	"2013-10-21T02:14:11+00:00"	"35.2656498"	"-112.724262"	"I-40, Ash Fork, US-AZ, 86320, US"	"100.282"	"5400066"	"14014"	"24395"	"137921"	"162320"
"2013-10-20T22:14:15-04:00"	"2013-10-20T19:14:15-07:00"	"2013-10-21T02:14:24+00:00"	"35.2688403"	"-112.7280156"	"I-40, Ash Fork, US-AZ, 86320, US"	"100.103"	"5400559"	"13953"	"24395"	"137932"	"162331"
"2013-10-20T22:14:26-04:00"	"2013-10-20T19:14:26-07:00"	"2013-10-21T02:14:30+00:00"	"35.2712171"	"-112.7326243"	"Interstate 40, Ash Fork, US-AZ, 86320, US"	"105.248"	"5401057"	"13953"	"24395"	"137943"	"162342"
"2013-10-20T22:14:37-04:00"	"2013-10-20T19:14:37-07:00"	"2013-10-21T02:14:43+00:00"	"35.2724766"	"-112.7380876"	"I-40, Ash Fork, US-AZ, 86320, US"	"105.248"	"5401576"	"14014"	"24395"	"137954"	"162353"
"2013-10-20T22:14:48-04:00"	"2013-10-20T19:14:48-07:00"	"2013-10-21T02:14:49+00:00"	"35.2726598"	"-112.7435805"	"I-40, Ash Fork, US-AZ, 86320, US"	"98.7831"	"5402075"	"13923"	"24395"	"137965"	"162364"
"2013-10-20T22:14:59-04:00"	"2013-10-20T19:14:59-07:00"	"2013-10-21T02:15:09+00:00"	"35.2727588"	"-112.749353"	"Interstate 40, Seligman, US-AZ, 86337, US"	"112.272"	"5402602"	"13984"	"24395"	"137976"	"162375"
"2013-10-20T22:15:10-04:00"	"2013-10-20T19:15:10-07:00"	"2013-10-21T02:15:15+00:00"	"35.2729616"	"-112.7550986"	"I-40, Ash Fork, US-AZ, 86320, US"	"104.935"	"5403126"	"13984"	"24395"	"137987"	"162386"
"2013-10-20T22:15:21-04:00"	"2013-10-20T19:15:21-07:00"	"2013-10-21T02:15:30+00:00"	"35.2737358"	"-112.760488"	"I-40, Ash Fork, US-AZ, 86320, US"	"100.215"	"5403623"	"14014"	"24395"	"137998"	"162397"
"2013-10-20T22:15:32-04:00"	"2013-10-20T19:15:32-07:00"	"2013-10-21T02:15:37+00:00"	"35.2750735"	"-112.7656605"	"Interstate 40, Seligman, US-AZ, 86337, US"	"100.349"	"5404117"	"14014"	"24395"	"138009"	"162408"
"2013-10-20T22:15:43-04:00"	"2013-10-20T19:15:43-07:00"	"2013-10-21T02:15:49+00:00"	"35.2765313"	"-112.7707695"	"Interstate 40, Seligman, US-AZ, 86337, US"	"99.9016"	"5404609"	"14014"	"24395"	"138020"	"162419"
"2013-10-20T22:15:54-04:00"	"2013-10-20T19:15:54-07:00"	"2013-10-21T02:15:55+00:00"	"35.2779853"	"-112.7758838"	"Interstate 40, Seligman, US-AZ, 86337, US"	"100.394"	"5405101"	"14014"	"24395"	"138031"	"162430"
"2013-10-20T22:16:05-04:00"	"2013-10-20T19:16:05-07:00"	"2013-10-21T02:16:08+00:00"	"35.2794483"	"-112.7810221"	"I-40, Seligman, US-AZ, 86337, US"	"100.953"	"5405596"	"13984"	"24395"	"138042"	"162441"
"2013-10-20T22:16:16-04:00"	"2013-10-20T19:16:16-07:00"	"2013-10-21T02:16:28+00:00"	"35.280917"	"-112.7861711"	"I-40, Seligman, US-AZ, 86337, US"	"100.707"	"5406092"	"14014"	"24395"	"138053"	"162452"
"2013-10-20T22:16:27-04:00"	"2013-10-20T19:16:27-07:00"	"2013-10-21T02:16:28+00:00"	"35.2824128"	"-112.7914575"	"Interstate 40, Seligman, US-AZ, 86337, US"	"108.491"	"5406602"	"14014"	"24395"	"138064"	"162463"
"2013-10-20T22:16:38-04:00"	"2013-10-20T19:16:38-07:00"	"2013-10-21T02:16:41+00:00"	"35.283992"	"-112.7970111"	"I-40, Seligman, US-AZ, 86337, US"	"108.984"	"5407137"	"14014"	"24395"	"138075"	"162474"
"2013-10-20T22:16:49-04:00"	"2013-10-20T19:16:49-07:00"	"2013-10-21T02:16:49+00:00"	"35.2855998"	"-112.8026516"	"I-40, Seligman, US-AZ, 86337, US"	"109.297"	"5407680"	"14014"	"24395"	"138086"	"162485"
"2013-10-20T22:17:00-04:00"	"2013-10-20T19:17:00-07:00"	"2013-10-21T02:17:07+00:00"	"35.2871031"	"-112.807959"	"Interstate 40, Seligman, US-AZ, 86337, US"	"100.215"	"5408189"	"14014"	"24395"	"138097"	"162496"
"2013-10-20T22:17:11-04:00"	"2013-10-20T19:17:11-07:00"	"2013-10-21T02:17:13+00:00"	"35.288592"	"-112.8131431"	"I-40, Seligman, US-AZ, 86337, US"	"105.986"	"5408690"	"14014"	"24395"	"138108"	"162507"
"2013-10-20T22:17:22-04:00"	"2013-10-20T19:17:22-07:00"	"2013-10-21T02:17:26+00:00"	"35.2904743"	"-112.8187005"	"I-40, Seligman, US-AZ, 86337, US"	"111.78"	"5409237"	"14014"	"24395"	"138119"	"162518"
"2013-10-20T22:17:33-04:00"	"2013-10-20T19:17:33-07:00"	"2013-10-21T02:17:34+00:00"	"35.292617"	"-112.8238646"	"Interstate 40, Seligman, US-AZ, 86337, US"	"102.832"	"5409763"	"14014"	"24395"	"138130"	"162529"
"2013-10-20T22:17:44-04:00"	"2013-10-20T19:17:44-07:00"	"2013-10-21T02:17:48+00:00"	"35.2949498"	"-112.8285473"	"I-40, Seligman, US-AZ, 86337, US"	"103.011"	"5410262"	"13984"	"24395"	"138141"	"162540"
"2013-10-20T22:17:55-04:00"	"2013-10-20T19:17:55-07:00"	"2013-10-21T02:17:59+00:00"	"35.2976378"	"-112.8332813"	"I-40, Seligman, US-AZ, 86337, US"	"107.485"	"5410786"	"13984"	"24395"	"138152"	"162551"
"2013-10-20T22:18:06-04:00"	"2013-10-20T19:18:06-07:00"	"2013-10-21T02:18:12+00:00"	"35.3003061"	"-112.8379946"	"I-40, Seligman, US-AZ, 86337, US"	"104.868"	"5411307"	"14014"	"24395"	"138163"	"162562"
"2013-10-20T22:18:17-04:00"	"2013-10-20T19:18:17-07:00"	"2013-10-21T02:18:17+00:00"	"35.3029006"	"-112.8425435"	"I-40, Seligman, US-AZ, 86337, US"	"99.5884"	"5411810"	"14014"	"24395"	"138174"	"162573"
"2013-10-20T22:18:28-04:00"	"2013-10-20T19:18:28-07:00"	"2013-10-21T02:18:33+00:00"	"35.3054735"	"-112.8469758"	"Interstate 40, Seligman, US-AZ, 86337, US"	"100.394"	"5412304"	"13984"	"24395"	"138185"	"162584"
"2013-10-20T22:18:38-04:00"	"2013-10-20T19:18:38-07:00"	"2013-10-21T02:18:41+00:00"	"35.3076588"	"-112.8507671"	"I-40, Seligman, US-AZ, 86337, US"	"82.1403"	"5412722"	"13953"	"24395"	"138195"	"162594"
"2013-10-20T22:19:54-04:00"	"2013-10-20T19:19:54-07:00"	"2013-10-21T02:20:00+00:00"	"35.3123346"	"-112.855127"	"Interstate 40 Business Loop, Seligman, US-AZ, 86337, US"	"0"	"5413480"	"13771"	"24425"	"138241"	"162670"
"2013-10-20T22:26:39-04:00"	"2013-10-20T19:26:39-07:00"	"2013-10-21T02:26:41+00:00"	"35.312278"	"-112.8549045"	"Interstate 40 Business Loop, Seligman, US-AZ, 86337, US"	"11.2965"	"5413499"	"14014"	"24827"	"138243"	"163074"
"2013-10-20T22:27:11-04:00"	"2013-10-20T19:27:11-07:00"	"2013-10-21T02:27:19+00:00"	"35.3108726"	"-112.8555385"	"Interstate 40 Business Loop & Interstate 40 & Interstate 40 Business Loop, Seligman, US-AZ, 86337, US"	"21.8101"	"5413684"	"13984"	"24837"	"138266"	"163107"
"2013-10-20T22:27:22-04:00"	"2013-10-20T19:27:22-07:00"	"2013-10-21T02:27:25+00:00"	"35.3117398"	"-112.8575446"	"Interstate 40 Business Loop, Seligman, US-AZ, 86337, US"	"66.0344"	"5413904"	"13984"	"24837"	"138277"	"163118"
"2013-10-20T22:27:27-04:00"	"2013-10-20T19:27:27-07:00"	"2013-10-21T02:27:31+00:00"	"35.3124796"	"-112.8591656"	"I-40, Seligman, US-AZ, 86337, US"	"81.5811"	"5414075"	"14014"	"24837"	"138282"	"163123"
"2013-10-20T22:27:31-04:00"	"2013-10-20T19:27:31-07:00"	"2013-10-21T02:27:37+00:00"	"35.3131288"	"-112.8606396"	"Interstate 40, Seligman, US-AZ, 86337, US"	"87.5984"	"5414228"	"13953"	"24837"	"138286"	"163127"
"2013-10-20T22:27:37-04:00"	"2013-10-20T19:27:37-07:00"	"2013-10-21T02:27:37+00:00"	"35.3140681"	"-112.86308"	"Interstate 40, Seligman, US-AZ, 86337, US"	"94.2421"	"5414474"	"14014"	"24837"	"138292"	"163133"
"2013-10-20T22:27:48-04:00"	"2013-10-20T19:27:48-07:00"	"2013-10-21T02:27:50+00:00"	"35.3155743"	"-112.8681493"	"I-40, Seligman, US-AZ, 86337, US"	"104.308"	"5414966"	"13984"	"24837"	"138303"	"163144"
"2013-10-20T22:27:59-04:00"	"2013-10-20T19:27:59-07:00"	"2013-10-21T02:28:03+00:00"	"35.3166865"	"-112.8736416"	"Interstate 40, Seligman, US-AZ, 86337, US"	"104.308"	"5415481"	"14014"	"24837"	"138314"	"163155"
"2013-10-20T22:28:10-04:00"	"2013-10-20T19:28:10-07:00"	"2013-10-21T02:28:17+00:00"	"35.3177426"	"-112.8791376"	"Interstate 40, Seligman, US-AZ, 86337, US"	"104.062"	"5415994"	"13892"	"24837"	"138325"	"163166"
"2013-10-20T22:28:21-04:00"	"2013-10-20T19:28:21-07:00"	"2013-10-21T02:28:23+00:00"	"35.3187576"	"-112.88464"	"Interstate 40, Seligman, US-AZ, 86337, US"	"105.002"	"5416507"	"14014"	"24837"	"138336"	"163177"
"2013-10-20T22:28:32-04:00"	"2013-10-20T19:28:32-07:00"	"2013-10-21T02:28:39+00:00"	"35.3198255"	"-112.8903085"	"Interstate 40, Seligman, US-AZ, 86337, US"	"109.297"	"5417036"	"13984"	"24837"	"138347"	"163188"
"2013-10-20T22:28:43-04:00"	"2013-10-20T19:28:43-07:00"	"2013-10-21T02:28:48+00:00"	"35.320895"	"-112.8959968"	"Interstate 40, Seligman, US-AZ, 86337, US"	"105.874"	"5417566"	"14014"	"24837"	"138358"	"163199"
"2013-10-20T22:28:54-04:00"	"2013-10-20T19:28:54-07:00"	"2013-10-21T02:28:58+00:00"	"35.3218615"	"-112.9015321"	"Interstate 40, Seligman, US-AZ, 86337, US"	"104.868"	"5418081"	"13953"	"24837"	"138369"	"163210"
"2013-10-20T22:29:05-04:00"	"2013-10-20T19:29:05-07:00"	"2013-10-21T02:29:11+00:00"	"35.3225186"	"-112.9073681"	"Interstate 40, Seligman, US-AZ, 86337, US"	"114.509"	"5418618"	"13923"	"24837"	"138380"	"163221"
"2013-10-20T22:29:16-04:00"	"2013-10-20T19:29:16-07:00"	"2013-10-21T02:29:23+00:00"	"35.3229386"	"-112.9134241"	"I-40, Seligman, US-AZ, 86337, US"	"105.874"	"5419169"	"14014"	"24837"	"138391"	"163232"
"2013-10-20T22:29:27-04:00"	"2013-10-20T19:29:27-07:00"	"2013-10-21T02:29:29+00:00"	"35.3230898"	"-112.9192656"	"Interstate 40, Seligman, US-AZ, 86337, US"	"111.153"	"5419702"	"14014"	"24837"	"138402"	"163243"
"2013-10-20T22:29:38-04:00"	"2013-10-20T19:29:38-07:00"	"2013-10-21T02:29:43+00:00"	"35.3229736"	"-112.9257856"	"Interstate 40, Seligman, US-AZ, 86337, US"	"119.967"	"5420295"	"13953"	"24837"	"138413"	"163254"
"2013-10-20T22:29:49-04:00"	"2013-10-20T19:29:49-07:00"	"2013-10-21T02:29:50+00:00"	"35.3225673"	"-112.9321576"	"I-40, Seligman, US-AZ, 86337, US"	"115.94"	"5420877"	"14014"	"24837"	"138424"	"163265"
"2013-10-20T22:30:00-04:00"	"2013-10-20T19:30:00-07:00"	"2013-10-21T02:30:03+00:00"	"35.3218901"	"-112.9383235"	"I-40, Seligman, US-AZ, 86337, US"	"110.102"	"5421442"	"14014"	"24837"	"138435"	"163276"
"2013-10-20T22:30:11-04:00"	"2013-10-20T19:30:11-07:00"	"2013-10-21T02:30:16+00:00"	"35.321013"	"-112.9440535"	"I-40, Seligman, US-AZ, 86337, US"	"108.044"	"5421972"	"14014"	"24837"	"138446"	"163287"
"2013-10-20T22:30:22-04:00"	"2013-10-20T19:30:22-07:00"	"2013-10-21T02:30:29+00:00"	"35.3198918"	"-112.9497418"	"I-40, Seligman, US-AZ, 86337, US"	"108.491"	"5422504"	"14014"	"24837"	"138457"	"163298"
"2013-10-20T22:30:33-04:00"	"2013-10-20T19:30:33-07:00"	"2013-10-21T02:30:36+00:00"	"35.3185453"	"-112.9553445"	"Interstate 40, Camp Verde, US-AZ, 86322, US"	"108.044"	"5423036"	"14014"	"24837"	"138468"	"163309"
"2013-10-20T22:30:44-04:00"	"2013-10-20T19:30:44-07:00"	"2013-10-21T02:30:49+00:00"	"35.316987"	"-112.9607936"	"Interstate 40, Camp Verde, US-AZ, 86322, US"	"102.452"	"5423561"	"14014"	"24837"	"138479"	"163320"
"2013-10-20T22:30:55-04:00"	"2013-10-20T19:30:55-07:00"	"2013-10-21T02:30:55+00:00"	"35.315342"	"-112.9658031"	"I-40, Camp Verde, US-AZ, 86322, US"	"94.7566"	"5424051"	"14014"	"24837"	"138490"	"163331"
"2013-10-20T22:31:05-04:00"	"2013-10-20T19:31:05-07:00"	"2013-10-21T02:31:05+00:00"	"35.3138996"	"-112.96995"	"Interstate 40, Camp Verde, US-AZ, 86322, US"	"87.1063"	"5424459"	"14014"	"24837"	"138500"	"163341"
"2013-10-20T22:31:33-04:00"	"2013-10-20T19:31:33-07:00"	"2013-10-21T02:31:49+00:00"	"35.3102541"	"-112.9802626"	"Interstate 40, Camp Verde, US-AZ, 86322, US"	"97.7317"	"5425481"	"14044"	"24837"	"138528"	"163369"
